"AAPL","MSFT","JNJ","VOO","TLT","GLD","XLE","SH"
-0.00976955811413749,-0.0125299221051423,-0.0116452651071484,-0.00733195360691852,0.0152829541810107,0.0131812404979019,-0.00297570065832176,0.007540881984613
0.00793668248646373,0.00258145901265117,-0.00124835302986259,0.0037399595472456,-0.0056947351593033,0.01043487729258,0.00775133756506374,-0.00334448472284743
-0.004714229964776,-0.00915959785028253,0.00608829886725548,-0.0027615023947698,-0.00492790329810777,0.00392741566577648,-0.00263201336349006,0.00250941160542606
0.0159583159902494,0.015802891272461,-0.000137959578061952,0.0051464147628133,-0.00663291910296859,-0.00752979849097901,-0.0166089185834419,-0.00502513620267342
0.0210183645519813,0.012415579434081,0.00296194464866506,0.00688758615688201,0.00350416477709725,-0.00566767197108398,0.00734193186178711,-0.00631714040126141
0.00225821116675817,-0.00463779701525624,-0.00227233700806817,-0.0028696339222547,0.0088515415043986,0.00600807432995509,-0.00566857136422261,0.00253164692177954
0.0211393355375309,0.0119525789927613,0.00440226326589244,0.00659452847787723,-0.00303841657468773,-0.00744717000405082,0.00033433634547464,-0.00634117533844725
-0.0135952795981114,-0.00706803593961158,0.00561222470945477,-0.0013287272749487,0.00513099590017774,-0.000891907712380124,0.000167126264281947,0.00127145598819656
-0.00429474074442648,0.00645540343867612,0.00333867376526165,0.00222462115486266,0.00660969429855207,0.00581735206591372,-0.00738010729762273,-0.00169563414938168
0.0124486908777461,0.018157474712468,0.00806210118611084,0.00832319763471645,-0.00315570799071008,-0.00157077034174691,0.00168208618298493,-0.00852156839727325
0.0110100959205912,0.00558107488822657,0.0065238823038527,0.003382097824006,-0.00858498220801973,0.00184369610763291,-0.00640703591163749,-0.00299978797911171
-0.00679996323974041,-0.00359712618084984,0.000670151479309489,-0.00206730290692647,0.0104509221781468,0.00109095878814447,-0.0180923180434629,0.00214362354325148
0.0035631551091706,-0.00481638498798098,-0.00685670876731326,0.000262751668341998,0.00350714312888467,0.000340680683293293,-0.00969201079317905,-0.000428357256496259
0.00480430484627892,0.00613683413248456,0.00188692016360648,0.000984704340054599,0.00697760039938888,0.00224558632692418,-0.00383342515091467,-0.000857265376118299
-0.00288609542490992,-0.0101278898020061,-0.0014148562238967,-0.0091622814837109,0.00805601134498346,0.0058285492013388,-0.0115892429686362,0.00938974034983886
-0.0298462991898507,-0.0168646304247497,0.00289494260819456,-0.0160201003137415,0.0154348840653045,0.00680206010184303,-0.0281204165150646,0.0151773571053346
0.0278966130376519,0.0194062354237907,0.00502934840500213,0.0107751009041319,-0.00786227741133949,-0.00896685596822877,0.00453104535959969,-0.0100926003872246
0.0207162837465873,0.015472572539144,0.00693243677564404,-0.000999001082084838,0.0097317603861482,0.00540322805838223,-0.0105436352139945,0.00126715962045365
-0.00145014758292739,0.0278170626295573,-0.00119641091040812,0.00312687368069753,0.000138341288177912,6.73559425035108e-05,0.00800877961080637,-0.00380630613912958
-0.0453517989279062,-0.0148686451042597,-0.00995897680701141,-0.018097615150805,0.00908846795658924,0.00577570443727282,-0.0316785236967108,0.0188882845202056
-0.00275005430770925,0.0240863621731906,0.0086945438032231,0.00724482133671689,-0.00247049260979981,-0.00651686944778707,-0.0131853483032494,-0.00793157988200033
0.0324804252885951,0.0323864694337015,0.00947748751608213,0.0152934161694986,-0.0135585917706029,-0.0130942540542245,0.00359610494475548,-0.0156286179989484
0.00812123782641549,-0.00122215447688312,0.0156421920320504,0.0112449399546142,-0.0109948934914161,0.00122850138300734,0.0369072950298737,-0.0111302518885035
0.0116291169206812,0.0205217225746006,-0.00299167756951402,0.00339459150269761,0.00449660000258767,0.00537397980506249,-0.0102489916168271,-0.00344976625007476
-0.0160563861088612,0.00141488922167365,-0.0107394130208798,-0.00509621827541018,0.0124008834535667,0.00264236747124524,-0.00701498169308445,0.00559984233099398
