"AAPL","MSFT","AMZN","GOOG","TSLA","META","NVDA","JPM","V","WMT"
-0.00976959146725775,-0.0125299642422574,-0.012213314472679,-0.00491938335939857,0.0292026789322333,-0.00530532627939628,-0.0161356707462321,-0.0132846540762284,-0.00798498534808356,-0.00886705131838816
0.00793684315785992,0.00258144863919707,0.0147758710948418,0.0243582070364399,0.0190716121747556,0.0186583872014401,0.00418505905227007,-0.000795178999667634,-0.00216456335934989,-0.00203784486713321
-0.00471426241557005,-0.00915957329232242,0.00208943602307432,-0.000624341140205154,0.0380667058680859,0.00216133988473022,0.0120340444713647,-0.0171469935531556,-0.00264645496890559,-0.0093080493018376
0.0159582173507715,0.0158031348204215,-0.00783928733823824,0.00784964262229515,0.0480325684930665,0.010086964528738,0.00187360656009417,0.00777106004610051,0.0169731784169231,-0.00343774418826026
0.0210184422626085,0.0124155193911193,0.00478769546003122,0.0109837113474685,-0.0221893854768624,0.0142095019222008,0.0109227786878305,0.00364412545376069,0.0069060997428938,0.0102774531930354
0.00225798983655245,-0.00463808428689561,-0.00945515624240567,0.0069486001737733,-0.0066493556809788,-0.00110001925497816,0.00533512407024128,-0.0100178369836925,0.00268705527377122,-0.00838544413316011
0.0211393855096871,0.0119527710288656,0.00431326273937582,0.00662266462405814,0.0932070232210211,0.0175017082036355,0.0308708609543653,0.00827043463165733,0.00801860032998913,-0.00430537440726475
-0.0135952087040634,-0.00706797541161208,-0.011625527046359,-0.00581865221496969,0.024578286172626,-0.0129262678223512,-0.0188282617724929,0.0115944526214182,0.00367930463043642,0.00258532059664685
-0.00429439983550761,0.00645542906283492,-0.0039770244371109,0.00579766703088236,-0.0367698131175809,0.00949555846932792,-0.0069393549079757,-0.0150993459226356,0.0189470126906031,-0.00777642214037799
0.0124481737360451,0.0181573965727546,0.0085135675490422,0.0086480052731579,-0.00970946227670888,0.00279962393983801,0.013589600164766,0.00386914190424115,0.00573928248400701,0.00536379241480089
0.0110104383837974,0.00558110554328373,-0.0070645567641634,0.0195702386415997,-0.00583991330438405,0.00166696532524746,0.00140512312022967,0.006897672261994,0.0184894838064862,-0.0081433949648102
-0.00680001001222408,-0.00359729147626897,0.0145235460689799,0.00270507856053914,0.0694237311002195,-0.00315614106033912,-0.00538999174155874,-0.00988930983199765,0.012573258286368,0.00546504153269645
0.00356311353043548,-0.00481628567963988,-0.00240243299499099,0.00104373136125346,0.0400498351449134,-0.000542024669613284,0.00871387768433984,-0.00117004814060451,0.00293858607594721,0.00440245198787359
0.00480443683927589,0.00613693299731644,-0.00152707661388263,0.000470875969502238,0.00462441304460848,-0.00707367512893509,0.0109351500348178,-0.00102496471014391,-0.00666013410703137,-0.0025011220186193
-0.00288634611246863,-0.010127910855438,-0.0122471173543479,-0.0135034958242306,-0.012981499419034,-0.00831610546766992,-0.0094567329067774,-0.0251411273206834,-0.00738711613267462,-0.0125119516667729
-0.0298463091427683,-0.0168647011382665,-0.0180493781790876,-0.0226237969332086,-0.0121123318578973,-0.0141866910395185,-0.0419071150693977,-0.008446978618732,-0.0162780162622136,0.0129435635602069
0.0278966753374874,0.0194063355930494,0.0135323887300531,0.012929440554057,0.0157880927878589,0.0134980706848742,0.0318357980824557,0.018014174426872,0.00573482881337561,0.00636695555089473
0.0207162655342756,0.0154724105157467,0.00255981872897593,0.00417024630174012,0.0245506647307923,0.0246713728234242,-0.00984802562707343,-0.00148872282312773,0.00985993074571656,-0.00610756549607938
-0.00144999561373371,0.0278172788789188,0.00680130777131627,-0.00191454869917163,0.0979995227007793,-0.063335667028543,0.00109906126165904,0.0122912039669814,0.0162204854822097,0.00593612365385754
-0.0453518464355893,-0.0148688377998543,0.071195708931878,-0.0149549688379054,0.0151158679239636,-0.0370448913878541,-0.0389066173523653,-0.0263205539943332,-0.0453932416985401,-0.0180903604887326
-0.0027500393418709,0.0240861804107402,-0.00225270401379518,0.0354194379976134,0.181445000867659,0.0112288676779233,0.0163608794867871,0.00760179947284545,0.00920513934705447,-0.00192338010029047
0.032480283686799,0.0323868780794152,0.0224338118497185,-0.0265066866052948,0.128618697028534,0.0272467336760771,0.027901313484237,0.014293368887194,0.0136017521448331,0.00871303994379335
0.00812132752763706,-0.0012223377705487,-0.00479270341404359,0.000801262831329197,-0.188450373431871,0.00133352395090025,0.0145820547301143,0.0168577220465247,-0.0036912587654081,0.0132714625127957
0.0116291650948197,0.0205216963919037,0.0050658796258638,0.019149340733855,0.0192233585156907,0.0035157664851031,0.0138215855162149,0.000145379147729052,0.00113321064525973,-0.00429002234173481
-0.0136856653876594,0.00141512514476805,0.0140696924333881,0.00203033684518861,-0.00118903042221419,0.00699473921216942,-0.0105173614585026,-0.0032029769029549,-0.00147858679185564,0.00120342796425321
0.00473803556069718,0.0258204572494902,0.0259343579873859,0.0197132410817336,0.0305549043455802,0.00343208596034295,0.0442393817593134,0.00414717085542815,0.015903569665773,-0.0103585029268403
-0.00605131948666227,-0.0228341191269283,0.00788386647842909,7.29598129947107e-05,0.00401120528575083,-0.0279375154932859,0.018536404012248,0.00188590900519348,-0.0100021394495942,0.00130088354321423
0.0234700061290329,0.00146274445204853,0.00426834722932501,0.00626349851497032,-0.00919782856707707,0.0170837243171365,0.0172088162633244,0,0.0170164820493861,0.00389178018310377
-0.00714634373480383,-0.00542861811934792,-0.00470084877208699,-0.00238043959342704,0.0467343882730451,0.0112292531475173,-0.0064786383633022,-0.000869997259777655,0.00125423679833947,0.0136312601583839
0.000245866509658299,0.00888746590316725,-0.00700162031418294,0.00400606181837748,-0.00494998666292235,0.00486750460329866,0.0678499518027229,-0.00305090077112879,0.0138382118625744,0.00382462224635738
-0.0184801115844531,0.010091918317042,0.00969583372642546,-0.000704024429611039,0.0704209168261087,0.0167604670685408,0.023126772099533,-0.0133284625686194,0.00431812596755687,0.0146513950738738
0.0143786977295806,0.00299468764968669,0.00672697319021331,0.00460894897651976,0.0664951765319604,-0.00142427750458651,0.0593364088755486,0.0135466015214396,0.00994096996635996,-0.0164346368481891
-0.0103116412546864,-0.0153890712907216,-0.00791990674347165,-0.00560951404158327,-0.0198263547776198,-0.0134703025785177,-0.0192498902489131,0,-0.00875786110150312,8.51335577856105e-05
-0.0228953237680765,-0.0321230042403977,-0.0268921988213027,-0.0220037269326818,0.00176624804434233,-0.0207182689612271,-0.0485519748233931,-0.0122940669995986,-0.0125639201742924,0.00753402870228825
-0.0486653530635577,-0.0440725574129575,-0.0422350238705889,-0.0437129613619112,-0.0775236949346771,-0.0460535289296091,-0.07332095580509,-0.0272437690215233,-0.0491759026912391,-0.0192427236635626
-0.0344592039177396,-0.0166393559421936,-0.0183579802315892,-0.0235877875785455,-0.0414823579720531,-0.0198752231720443,-0.0419618389465726,-0.0456699577594621,-0.0536813445596769,-0.0167318385233677
0.0157390808638578,0.0124169718517786,0.00346630084785016,0.00340084303782984,-0.0267449495350185,0.00218280790112679,0.0211449307569893,0.00300521249973063,-0.00633657251058573,-0.00534673171519673
-0.0676027025933186,-0.0730644527460305,-0.04933339043074,-0.0554051891047624,-0.137133116290612,-0.0385110352546008,-0.0572750388104399,-0.0425048180855789,-0.0392184801300841,-0.0301564692083893
-0.000585212535651358,0.0239246768589698,-0.000291889318032368,0.0159857393796736,-0.0163479503274218,0.0142329032566808,0.0668741288190127,-0.0443056137635063,0.00967482248515861,-0.0249466699871173
0.0890182786628886,0.0644188500016796,0.0365885156640591,0.0364938455119876,0.10725702478591,0.0204167869600393,0.0232764977739555,0.0455408536468349,0.0565252642209266,0.0733915089072545
-0.0322743707625266,-0.0491053749946007,-0.0232786693667739,-0.0349569187409795,0.00253838509882343,-0.0552019810513213,-0.0388749982791787,-0.0382467895343561,-0.0349183866601868,-0.0259641130095516
0.0453410004518799,0.0360568470999878,0.0344142082932688,0.0330905434507134,0.00533774622406824,0.0310895098852617,0.0676857963599324,0.0244088506254236,0.0450577293102112,0.0336152654400572
-0.0329746296437898,-0.0254154464623451,-0.0265665815460281,-0.04989267940792,-0.0338693767916483,-0.0349702411696766,-0.0402350505431104,-0.0503058853368703,-0.0384573499522638,-0.00730590720878954
-0.0133695018850588,-0.0286743482299148,-0.0119945721457206,-0.0157638284497237,-0.0294975101354771,-0.0222802104136735,-0.0268869382517956,-0.0530631297841353,-0.0140041755884823,0.0112372660795419
-0.0823948812969268,-0.0701785987411538,-0.0543018497145669,-0.0659356074637589,-0.14586457137702,-0.066141199723095,-0.080593879530473,-0.145552409618605,-0.0744667325158304,-0.00059737120459058
0.0695462915431797,0.0661472907752518,0.049413842674495,0.0519598458961656,0.0595869295516849,0.0499975263318531,0.0617743900280503,0.0748262824786279,0.0648741947786515,0.0222000807496578
-0.0353483313325782,-0.0463601056701739,-0.0382304559068105,-0.0520832022408273,-0.0173500989279747,-0.0456411702597066,-0.0575865826107667,-0.0482142984641563,-0.0542952734687434,-0.0457774416103924
-0.103977712235531,-0.099641358932435,-0.0825350381936838,-0.0863078662975107,-0.123493284024085,-0.0972093275742996,-0.130527858451724,-0.0860267394036516,-0.0773288837075974,-0.095091240023093
0.11315746308857,0.132928564451229,0.0626445445147956,0.08985590961061,-0.0251645413614749,0.097444159444585,0.107420124063167,0.165620467672162,0.0938440709268153,0.0922038058701227
-0.137707924841554,-0.159453345921467,-0.0551930111496119,-0.117667193383344,-0.205522302175501,-0.153769075617716,-0.203979131427627,-0.162105889410133,-0.145571781713834,-0.0664922684739326
0.0430308272142463,0.07912209766645,0.0679073394904401,0.0321877622551914,-0.0339813450061213,0.0230861805803402,0.100987272639305,0.0593190385474029,0.037952662274769,0.11072269448162
-0.024784608961486,-0.0430077482332543,0.0121832232808989,-0.0207532872378602,-0.174763043660033,-0.0166006586457978,-0.0688219140575337,-0.111232098092774,-0.0614483603791118,0.0274580396043915
-0.00769138039529071,0.0163192739324005,0.0274503808561493,0.0167177052532415,0.168794512602862,0.041126755308766,0.0488325209754783,0.0166683917417059,0.0250737917035622,-0.021451098876859
-0.0655904264994076,-0.0382820677822924,-0.0186964937999861,-0.0392899114471672,-0.000257206689945555,-0.0224536452174871,-0.0344893348229844,-0.0213279918719103,-0.0362484706408956,-0.046962494665411
-0.0214732188761539,-0.0100248712227424,0.0302724228007092,-0.0147493938593679,0.0156880436656941,-0.0109459941129266,0.0331736567075906,-0.05501920358713,-0.0785343569397066,0.00271616790893336
0.0956060328386883,0.0869991650835109,0.0193972131144982,0.0710815749263576,0.150845933651713,0.0833924076590922,0.158339715613302,0.112384028034951,0.129646991686251,0.00654155366707165
-0.0055238556085202,-0.00961870239555385,-0.0283661467850438,-0.0285855233421222,0.0656208394468663,-0.0300788481204686,-0.0143900268109352,0.0366379231402147,0.0458491900191822,-0.0501819735972693
0.0512849776716706,0.0606727071223085,0.036267437779002,0.0523562938917861,-0.0207800386755279,0.0446326852316652,0.046224081116069,0.0673418693479464,0.0429510681727177,0.00383144275828862
-0.0422837327218177,-0.0419276857903306,-0.0287342933621781,-0.0449280515242503,-0.0264758053123479,-0.0409266668868868,-0.0176877058773934,-0.0739041183836413,-0.0443122270674889,-0.00218777458638852
0.0281383530185062,0.0679771594725773,0.0330512856576828,0.0319933901489291,-0.0240643872756365,0.0567792326462992,0.0496317906566588,0.0256742951718332,0.0245180801162546,0.049927881073176
-0.00204271252431898,-0.0158524029689007,-0.00727199996600003,0.0138465870773041,0.0426326382128748,0.00510901714014622,-0.00752094096403821,-0.0378185080997175,-0.0272447912199203,-0.0137230483193851
-0.0540520902843777,-0.0361541548013236,-0.0217874227929542,-0.050433223428918,-0.0844608765222881,-0.0441247309657538,-0.0810832528017189,-0.0650494186525687,-0.0509925952187977,0.00456628389869351
0.0165489898041438,0.0204975555473732,0.00581725203793404,0.013672198658174,-0.0578989210005161,-0.0088739103165727,0.0497556187330095,0.0366595728514794,0.0275699346731635,0.0387521405270053
-0.0144754437758818,-0.00925309230549587,-0.00639931419532225,-0.0206973813112148,0.0546750493919448,-0.0256762299869298,-0.0463057446353801,-0.0300033483662192,-0.0358336706706606,0.00697113286218709
0.0836400535738315,0.0717321634995516,0.0466251792098005,0.0779807072074892,0.072764818958293,0.071152619771647,0.0956790933025544,0.0623795560595051,0.10960563361113,0.0536881844312149
-0.0116500396174217,-0.0108285961704295,0.00698897611301241,-0.000345516178539285,0.0550393941425473,0.0196191424467473,-0.0355344791408776,0.0131041446659959,-0.00502916914863238,-0.0328984624093107
0.0252724637301185,0.00998124975119641,0.0154888872524825,0.0198354857208152,0.00619576106872755,0.0317708404367512,0.0301174274943783,0.0395856741364939,0.0369732997238765,-0.00123019515453748
0.0071905661535796,6.03348099454948e-05,-0.000117491360173361,0.000966243194618244,0.0430787972074018,0.00520780977145119,-0.0150974475702126,0.0859148678383121,-0.00717090958414524,-0.000328334756405813
